Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-09 00:00:00-04:00,11.606771469116211,11.606771469116211,11.606771469116211,11.606771469116211,0,0.0,0.0
2010-06-10 00:00:00-04:00,11.606771469116211,11.606771469116211,11.606771469116211,11.606771469116211,0,0.0,0.0
2010-06-11 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,10705,0.0,0.0
2010-06-14 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-15 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-16 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-17 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-18 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-21 00:00:00-04:00,12.442749977111816,12.442749977111816,12.442749977111816,12.442749977111816,0,0.0,0.0
2010-06-22 00:00:00-04:00,13.193917274475096,13.193917274475096,13.193917274475096,13.193917274475098,21411,0.0,0.0
2010-06-23 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,21411,0.0,0.0
2010-06-24 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-06-25 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-06-28 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-06-29 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-06-30 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-07-01 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-07-02 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-07-06 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-07-07 00:00:00-04:00,13.012185096740723,13.012185096740723,13.012185096740723,13.012185096740723,0,0.0,0.0
2010-07-08 00:00:00-04:00,13.254497528076172,13.254497528076172,13.254497528076172,13.254497528076172,202761,0.0,0.0
2010-07-09 00:00:00-04:00,13.254497528076172,13.254497528076172,13.254497528076172,13.254497528076172,0,0.0,0.0
2010-07-12 00:00:00-04:00,13.254497528076172,13.254497528076172,13.254497528076172,13.254497528076172,0,0.0,0.0
2010-07-13 00:00:00-04:00,13.254497528076172,13.254497528076172,13.254497528076172,13.254497528076172,0,0.0,0.0
2010-07-14 00:00:00-04:00,13.254497528076172,13.254497528076172,13.254497528076172,13.254497528076172,0,0.0,0.0
2010-07-15 00:00:00-04:00,13.872391155411783,13.878448486328125,13.872391155411783,13.878448486328125,64233,0.0,0.0
2010-07-16 00:00:00-04:00,13.878448486328125,13.878448486328125,13.878448486328125,13.878448486328125,0,0.0,0.0
2010-07-19 00:00:00-04:00,13.993552207946777,13.993552207946777,13.993552207946777,13.993552207946777,963,0.0,0.0
2010-07-20 00:00:00-04:00,13.993552207946777,13.993552207946777,13.993552207946777,13.993552207946777,0,0.0,0.0
2010-07-21 00:00:00-04:00,13.993552207946777,13.993552207946777,13.993552207946777,13.993552207946777,0,0.0,0.0
2010-07-22 00:00:00-04:00,13.993552207946777,13.993552207946777,13.993552207946777,13.993552207946777,0,0.0,0.0
